5
5
0.0	0.0	0.0	0.0	3.5	
0.0	3.0	0.0	0.0	0.0	
0.0	2.0	0.0	0.0	0.0	
0.0	1.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	
10.5	0.0	0.0	0.0	0.0	
0.0	0.0	12.0	0.0	0.0	
0.0	0.0	8.0	0.0	0.0	
0.0	0.0	4.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	
0.0	42.0	0.0	0.0	0.0	
0.0	0.0	0.0	48.0	0.0	
0.0	0.0	0.0	32.0	0.0	
0.0	0.0	0.0	16.0	0.0	
0.0	0.0	0.0	0.0	0.0	
0.0	0.0	168.0	0.0	0.0	
0.0	0.0	0.0	0.0	192.0	
0.0	0.0	0.0	0.0	128.0	
0.0	0.0	0.0	0.0	64.0	
0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	1.0	
0.0	1.0	0.0	0.0	0.0	
0.0	1.0	0.0	0.0	0.0	
0.0	1.0	0.0	0.0	0.0	
0.0	1.0	0.0	0.0	0.0	
1.0	0.0	0.0	0.0	0.0	
0.0	0.0	1.0	0.0	0.0	
0.0	0.0	1.0	0.0	0.0	
0.0	0.0	1.0	0.0	0.0	
0.0	0.0	1.0	0.0	0.0	
0.0	1.0	0.0	0.0	0.0	
0.0	0.0	0.0	1.0	0.0	
0.0	0.0	0.0	1.0	0.0	
0.0	0.0	0.0	1.0	0.0	
0.0	0.0	0.0	1.0	0.0	
0.0	0.0	1.0	0.0	0.0	
0.0	0.0	0.0	0.0	1.0	
0.0	0.0	0.0	0.0	1.0	
0.0	0.0	0.0	0.0	1.0	
0.0	0.0	0.0	0.0	1.0	
0.0	0.0	0.0	0.0	1.0	
0.0	0.0	0.0	0.0	1.0	
0.0	0.0	0.0	0.0	1.0	
0.0	0.0	0.0	0.0	1.0	
0.0	0.0	0.0	0.0	1.0	
1
episodic
