4
6
0.0	0.0	0.0	4.5	
0.0	4.0	0.0	0.0	
0.0	3.0	0.0	0.0	
0.0	2.0	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0	0.0	0.0	0.0	
18.0	0.0	0.0	0.0	
0.0	0.0	20.0	0.0	
0.0	0.0	15.0	0.0	
0.0	0.0	10.0	0.0	
0.0	0.0	5.0	0.0	
0.0	0.0	0.0	0.0	
0.0	90.0	0.0	0.0	
0.0	0.0	0.0	100.0	
0.0	0.0	0.0	75.0	
0.0	0.0	0.0	50.0	
0.0	0.0	0.0	25.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	1.0	
0.0	1.0	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0	1.0	0.0	0.0	
0.0	1.0	0.0	0.0	
1.0	0.0	0.0	0.0	
0.0	0.0	1.0	0.0	
0.0	0.0	1.0	0.0	
0.0	0.0	1.0	0.0	
0.0	0.0	1.0	0.0	
0.0	0.0	1.0	0.0	
0.0	1.0	0.0	0.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
1
episodic
