4
10
0.0	0.0	0.0	-1.0	
0.0	0.0	0.0	-1.0	
0.0	0.0	0.0	-1.0	
0.0	0.0	0.0	-1.0	
0.0	0.0	0.0	-1.0	
0.0	0.0	0.0	-1.0	
0.0	0.0	0.0	-1.0	
0.0	0.0	0.0	-1.0	
0.0	0.0	0.0	-1.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	-2.0	
0.0	0.0	0.0	-2.0	
0.0	0.0	0.0	-2.0	
0.0	0.0	0.0	-2.0	
0.0	0.0	0.0	-2.0	
0.0	0.0	0.0	-2.0	
0.0	0.0	0.0	-2.0	
0.0	0.0	0.0	-2.0	
0.0	0.0	0.0	-2.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	-4.0	
0.0	0.0	0.0	-3.775	
0.0	0.0	0.0	-3.55	
0.0	0.0	0.0	-3.325	
0.0	0.0	0.0	-3.1	
0.0	0.0	0.0	-2.875	
0.0	0.0	0.0	-2.6500000000000004	
0.0	0.0	0.0	-2.4250000000000003	
0.0	0.0	0.0	-2.2	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	0.0	
0.0	0.0	0.0	1.0	
0.0	0.05625000000000002	0.0	0.94375	
0.0	0.11250000000000004	0.0	0.8875	
0.0	0.16874999999999996	0.0	0.83125	
0.0	0.22499999999999998	0.0	0.775	
0.0	0.28125	0.0	0.71875	
0.0	0.3374999999999999	0.0	0.6625000000000001	
0.0	0.39374999999999993	0.0	0.6062500000000001	
0.0	0.44999999999999996	0.0	0.55	
0.0	1.0	0.0	0.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.05625000000000002	0.94375	
0.0	0.0	0.11250000000000004	0.8875	
0.0	0.0	0.16874999999999996	0.83125	
0.0	0.0	0.22499999999999998	0.775	
0.0	0.0	0.28125	0.71875	
0.0	0.0	0.3374999999999999	0.6625000000000001	
0.0	0.0	0.39374999999999993	0.6062500000000001	
0.0	0.0	0.44999999999999996	0.55	
0.0	0.0	1.0	0.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
0.0	0.0	0.0	1.0	
1
episodic
